"address_id","street_name","alt_street_name","city_name","alt_city_name","country","postal_code","geodata","info","editorial_comment","created_date","modified_date","user_id"
"Perc1258","Heiligeweg 34-36","","Amsterdam","","nl",NULL,"52.367537,4.890498","","","2017-06-12 11:34:39","2017-06-12 11:34:39",1
"Perc12","Kleine Gartmanplantsoen 13 - 17","","Amsterdam","","nl",NULL,"52.36333,4.88363","","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"Perc111","Zonneplein 30","","Amsterdam","","nl",NULL,"52.413318,4.891252","","","2017-06-12 11:34:41","2017-06-12 11:34:41",1
"Perc110","Nieuwendijk 192","","Amsterdam","","nl",NULL,"52.374625,4.893837","Afgebrand in de nacht van 17-18 maart 1922, na de premiere van De Jantjes.","","2017-06-12 11:34:41","2017-06-12 11:34:41",1
"Perc11","Tolstraat 160","","Amsterdam","","nl",NULL,"52.352633,4.906345","","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"Perc107","Roeterstraat 170","Roeterstraat 34 (tot 1985)","Amsterdam","","nl",NULL,"52.362527,4.910832","De achterzijde van Kriterion komt uit op de Nieuwe Achtergracht 140-144. Daar was in 1912 de Keurbioscoop van de Handwerkers-Vriendenkring gevestigd.","","2017-06-12 11:34:41","2017-06-12 11:34:41",1
"Perc106","Rembrandtplein 11-15","","Amsterdam","","nl",NULL,"52.366418,4.896380","1880-1929 Mille Colonnes. 1930-1964 Heck's Lunchroom.","","2017-06-12 11:34:41","2017-06-12 11:34:41",1
"Perc105","Jodenbreestraat 23","","Amsterdam","","nl",NULL,"52.369396,4.902177","","","2017-06-12 11:34:41","2017-06-12 11:34:41",1
"Perc104","Nieuwe Herengracht 117","","Amsterdam","","nl",NULL,"52.368336,4.908180","","","2017-06-12 11:34:41","2017-06-12 11:34:41",1
"Perc103","Kalverstraat 122","","Amsterdam","","nl",NULL,"52.369770,4.891141","","","2017-06-12 11:34:41","2017-06-12 11:34:41",1
"Perc102","Amstelstraat 14-18","","Amsterdam","","nl",NULL,"52.366105,4.898891","","","2017-06-12 11:34:41","2017-06-12 11:34:41",1
"id1478885009093","Aambeeldstraat 24","","Amsterdam","","nl",NULL,"52.383406,4.928919","","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1416184216166","Hannie Dankbaarpassage 12","","Amsterdam","","nl",NULL,"52.366444,4.867636","De Hallen","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1411817946817","Henri Polaklaan 9","Plantage Franschelaan 9","Amsterdam","","nl",NULL,"52.368071,4.910848","Plantage Schouwburg","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1396435703031","IJpromenade 1","","Amsterdam","","nl",NULL,"52.3842029,4.9006527","Eye","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1353514618144","Warmoesstraat 169","","Amsterdam","","nl",NULL,"52.372989,4.894766","Hotel Krasnapolsky","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1323441902920","Kalverstraat 64","","Amsterdam","","nl",NULL,"52.371111,4.891667","Ca. 1895 Tijdingzaal van De Telegraaf.","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1280936528059","Warmoesstraat 194","","Amsterdam","","nl",NULL,"52.372965,4.894352","Bierhuis \"Zum Franziskaner\".","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1279365306103","Reguliersbreestraat 48","","Amsterdam","","nl",NULL,"52.366256,4.895561","ca. 1900: Taverne Louis Seize","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1270839044988","Timorplein 62","","Amsterdam","","nl",NULL,"52.365292,4.935468","Voormalige ambachtsschool.","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1190376271258","Pazzanistraat 13","","Amsterdam","","nl",NULL,"52.386237,4.873590","Westergasfabriek Cultuurpark","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1168024399680","Jodenbreestraat 8-14","","Amsterdam","","nl",NULL,"52.369353,4.901479","Het Saskiahuis","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1157469803688","Paulus Potterstraat 13","","Amsterdam","","nl",NULL,"52.358231,4.879574","Stedelijk Museum. Van 1952 tot 1974 was ook het Nederlands Filmmuseum hier gevestigd.","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1142209058681","Utrechtsestraat 105","Utrechtschestraat 105","Amsterdam","","nl",NULL,"52.362486,4.898854","","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1142208535744","Nieuwe Herengracht 95","","Amsterdam","","nl",NULL,"52.367798,4.907372","Gebouw Patrimonium","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1142206139519","Nieuwezijds Voorburgwal 323","","Amsterdam","","nl",NULL,"52.370863,4.890735","Gebouw Concordia","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138903181737","Reguliersbreestraat 16","","Amsterdam","","nl",NULL,"52.366662,4.894225","Tijdingzaal","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138903085077","Vijzelstraat 17","","Amsterdam","","nl",NULL,"52.366375,4.893293","","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138902922477","Plantage Kerklaan 38","","Amsterdam","","nl",NULL,"52.367120,4.912677","Artis","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138902474957","Plantage Kerklaan 61","","Amsterdam","","nl",NULL,"52.367729,4.912898","Gebouw Plancius","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138902106608","Kalverstraat 220","","Amsterdam","","nl",NULL,"52.367519,4.892290","","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138901919538","Buiksloterweg 7","","Amsterdam","","nl",NULL,"52.383012,4.904930","Tolhuis over het IJ","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138901230480","Leidseplein 26","","Amsterdam","","nl",NULL,"52.363937,4.882355","Stadsschouwburg","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138901088810","Concertgebouwplein 2-6","Van Baerlestraat","Amsterdam","","nl",NULL,"52.356386,4.879436","Concertgebouw","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1138900872450","Rokin 140","","Amsterdam","","nl",NULL,"52.368144,4.892427","","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1134343520650","1e Constantijn Huygensstraat 20","","Amsterdam","","nl",NULL,"52.364707,4.873501","voorheen Jan Swammerdam Instituut","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1129220261408","Rozengracht 133","","Amsterdam","","nl",NULL,"52.372785,4.878773","","","2017-06-12 11:34:38","2017-06-12 11:34:38",1
"id1104540487036","Plantage Middenlaan 24 ","","Amsterdam","","nl",NULL,"52.366434,4.911206","Hollandsche Schouwburg","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1103391720169","Leidsekade 90","","Amsterdam","","nl",NULL,"52.363991,4.880676","","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
"id1097621750909","Mauritskade 63","","Amsterdam","","nl",NULL,"52.362813,4.920461","","","2017-06-12 11:34:42","2017-06-12 11:34:42",1
